id,type,source,date upload,seq technology,r number,read length,error rate,mutation rate,group,complex id,species,subspecies,strain id,lineage,assembly name, assembly_version,assembly_level,genome_representation,contig_count ,scaffold_count,sequence_length,uploaded_by,data_owner,notes
9376b00b-f588-45da-bfb8-a7de39685224,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9372c26b-a8f0-47a7-b790-295a58ed718a,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
936a67e5-f33a-4c02-b37c-388b6175c44f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
931b0688-c5ef-46d2-8445-ee9fc583bddb,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
930d9c2c-428b-4707-845f-38a3c6f04286,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
92f5b268-cacd-4991-989e-dc8679a670c3,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
92f4623b-c9a3-4342-92aa-1cfb8a12e0d0,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
92f20079-0ffe-4f05-80fc-45fed93c6a17,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
92d3ddfa-294f-4764-bad7-d58952777397,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9299ca9b-ca38-4c10-b08c-465083a22e03,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
928d593f-c63d-4be9-9075-a42790301a1f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9278bc15-8a74-4ced-8209-52a0f1ad963d,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
9276fdac-1336-4cbf-aead-79490baed722,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9276721a-a3bd-4835-8ebb-590bd01dd407,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
926cd444-f7e8-49e8-b4a1-c37385370d28,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
922ff9a5-efbc-40d3-80bc-280623f6e5b1,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
920d4eaf-8fa0-4def-afb6-8f5b100bbd09,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91fe590f-8326-407c-9ec3-e706ffa0a7fa,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91e7e5d0-e9c7-428b-9702-ddf415e99d0d,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91d37668-64e7-4cb3-acc5-c0acdc88ab8e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91d008b5-3da3-4d63-960a-85b198f2a7bc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91b74bc7-d310-45ef-ae19-ed9c8262fed4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9185c92b-e02b-4472-8a62-47c80aba4421,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91835d03-3fd1-48be-ac50-44d45eb0460a,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9181f161-3e19-40d9-9ce0-2d27553ee918,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91637ea7-0fcf-4efc-996c-5ff8b77a05be,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
915bffce-9015-4698-9d72-48785de4f478,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
914b0f53-41f9-4e59-83f7-ffbb9c34600c,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
914364e2-dda3-4fe7-b405-2574fb316a2b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
914355f3-e89a-4849-9f19-62bb57c98e45,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
913fe79d-0a04-4c03-8f94-0e8d3c23629e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9132f163-4ef2-4860-9e11-efe3bd172745,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
912f1248-8d6e-4777-82ba-af84e78eb684,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9128c24d-9b42-437f-8c2e-bb88db1fef58,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
91273e18-da11-447d-8c54-6590faf6b754,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
911150e7-d14b-451d-b0e8-905bdd579891,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90e5f9bc-fc69-45be-9878-f85c2443d1c4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90dc7915-f5ac-4dc1-8d92-bb25da886075,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90ca6979-a628-4ffb-9192-a5af55181b02,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90c5f419-ecb5-4ebf-9a5c-baa618abe2e9,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90c53edd-4028-447d-b9d6-2570ec6bb0a1,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90a8a3be-9c17-4239-b9e5-c3ba8a456814,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
909e90c5-8fee-4351-ba6e-607494ef4bdc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9099d94a-a527-4174-a372-d3faf55f40a5,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
908f2e38-093a-4d63-a680-c5722ddf74e3,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90859768-103e-4ca7-8806-c62d533481e7,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
907eafdb-66a3-4bdc-8a8c-1862454b56d4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
9069bbee-8297-43a4-8810-e22e708ff766,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
905e4901-61c0-4000-8838-2584db1b982b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90535038-e10b-47db-a342-860a5fed6b4e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90377acd-0341-4c95-ac98-b73464e2b53d,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
903667ac-1798-4096-bab4-a6fa9c7d4af7,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
902ade1c-0382-447c-9d24-b5059f186766,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
90296912-2b32-4dce-a2e0-e416c6c1d13a,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
901f41f7-638d-4e65-9183-7a07ce864f4f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ff6d1b4-0571-43a1-a186-fbb9bed5a9dc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ff3fe95-9a83-4657-8a83-64809437c9e2,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8fe221b7-dae8-4b13-8e35-0eee975a4b68,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8fd26d4d-7aec-41fc-96eb-e7921a1c13cc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8fc9529a-7e58-44a0-b5d7-0569559d61b0,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8fa6ae6f-3aed-4796-b928-5b1426d4886e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f9f2d4a-474f-48e3-836b-535bd005df08,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f99dac8-104f-451a-aa73-fbc3c19f07b4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f82afec-9323-4b2f-9992-228ab00a79ce,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f81bff9-5f77-4e2e-beac-c453262a2db2,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f7e690e-a1bb-4d04-b82b-db67692b02f5,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f5c73a9-d6ae-46a1-af90-7720adaf6222,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f54406f-07e5-481f-b94d-326e0de1e0c4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f53df7b-b78c-4885-9c87-75fb567b3909,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8f52b04c-e5e8-4590-95c9-5d0ca72c7bcf,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8f1bb30c-e8aa-46fb-93e3-d50930ced7c8,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8eea04b8-8b8a-4402-a5a2-58cebaac94b8,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ee9d6be-aa17-4f74-9a82-f1c2edeef1d4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ee469fe-767d-4ff1-a4a0-bb1922446266,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8ee3b7db-cc6e-4e1c-83a6-ddfda963659d,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8eb37ea7-3231-4373-81a9-82ad430a9570,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e985dc2-c3bb-45c9-9782-67cd1e677957,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e75a288-3ec9-4008-98e5-4e44c0151c09,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e736d8b-41d8-4cdc-bfdc-2a3a294f7bcb,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8e5ea7b3-3118-4ca3-b2e7-587423619123,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e5caf97-92e8-4703-9e99-f55ae6405586,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e4f0f92-82a6-4c69-beda-32b850629df2,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e3e262a-9f0d-4b7a-b308-b2a0c2f68356,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e370ad3-e3c5-4b6e-ab95-d2faf29cb12b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e344a36-82d5-4a89-998d-98a60d815b81,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e2d74dc-adeb-42fd-ac75-751ad29d1a7f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8e2672ed-28e1-47b7-b6b3-0deeb6e442a8,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8dfc8c04-a408-4835-a276-9e0a96324eea,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8de867b9-ce4c-45af-8b61-fb94be65834c,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8dd397e1-09f8-41f6-8f2d-ac2df6106158,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8db60680-5b05-49d3-9903-972f33ae8062,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d8d5a5b-b68d-48f7-a5dc-5d3d34eaf1a5,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d8687b5-7b4e-4dc8-847a-3e665cc311e1,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d857bf4-4367-4d4f-9eb9-87169ea26308,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d7df1cb-4641-4aa0-9598-8431376ccd0b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d7beb6e-33c7-4151-b88d-636163347933,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8d72f0e3-ffc5-4c3b-8462-997370010d3e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d6967c3-1696-45fe-a366-18daed125481,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d4f4547-396c-4d70-8736-e4f5bdc8690b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d4c3e46-a604-4bc9-9718-ae1ad49be4c3,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d4b7fbf-92b4-4549-ac3c-518cc8d756a6,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d33d589-6f81-4e49-abdb-5c03688659f2,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8d0f6183-d2ef-4e31-a683-b5c3bdd4922f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8cfb2807-843d-4b29-9708-bac5035e2602,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8cda2243-e189-44cc-a07d-547258571e71,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8cd38da4-d3f9-4f87-a14f-a560aae67f13,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c973823-a80d-496b-af67-77e4d4fe5f8d,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c95dd25-ae20-4983-afb2-83936855274f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c8de9b7-0901-44ac-b7f8-f6311b9304db,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c8bbdd7-d0d7-453c-ac03-0dbff3dddf0d,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c82ead7-98e7-4241-81b6-bbe571ba16e4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c795600-c335-48db-a9cf-d1f53965bec6,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c735eab-504f-4989-8190-a4b0c2c3a5dc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c718cba-d6b2-4ca2-9c51-3ca4a091f0e0,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8c6943f6-6a3e-4a42-b7ed-1015911a7b11,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c430d75-f9ea-4ad9-a56e-e41f38cc2203,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c2ccf9d-4502-4a90-acb6-4928b5de2e4c,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c1f10c0-d248-4bec-9ef4-909630134cbc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8c1e0c99-1a88-4acb-aad9-fc341ccbbe85,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bfd18b0-6394-48e9-8bc7-04d6c8053476,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bf54907-0a05-423d-9f9b-d9e3a5e12249,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bda28bd-bb81-463d-8837-bfa6c28ae828,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bd9ae60-6a7e-4445-9394-3b1e2a25d6fa,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bbf7053-593c-4b41-9ce8-2a2ad857dafc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bbafd06-fcd5-429a-9900-474600a54a93,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8bb13004-9a5c-4535-b770-763585d32400,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ba0eef9-3de3-44b7-a339-dbc7592f9d6c,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ba00e38-9b5e-44c8-8806-c5b1d6a0b4f1,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b7255d9-0676-4755-96ab-4f29f82d4c72,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b4c39a4-a04d-4de3-9991-de8b39be54d4,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8b4a9f1e-7ff4-4251-b96f-86f4418cc892,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b39099e-3f89-4412-9d4b-6aea86d3fffb,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b2c5a7b-519a-4164-a8ab-2ff8d32a29dd,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b276951-f507-4072-a0c2-57f015e6249b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b24921a-3c29-4d21-b2c5-f7535dcd6806,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8b163ce6-1028-416a-a9f1-07c125489fe3,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8b011401-03cb-4b2b-b146-c1cdc1ea2fdb,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ad638ad-c9bb-4993-a5b6-fb9686075a19,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ad10dee-02aa-430d-a52b-4fe708f73b10,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ac8754c-4113-4b8e-9789-f409fb0063b1,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ac180a3-84f8-4a94-a661-6d2c4e89abdf,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8ab8ae69-9d93-4692-a688-188f83cc9460,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a981e73-647c-413c-a60b-37707c32bcc2,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a971153-7b8c-4d35-b98d-9cc8935ea33b,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a92328b-56dc-4549-a79d-cc680fa226e6,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a8ed89f-0b1e-4f5d-a20e-ae44b7aaff3e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a881c3a-c5d5-499d-97f4-7e2b35111fb0,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a7e83f6-b820-442a-b405-2c43a5df4f26,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a6fdbe8-5129-4752-b0ab-c0c603ceea59,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a4ae0e0-f036-499a-ba37-15b4a10010d1,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a3f6b63-28f2-472e-a65d-9a81c3573221,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a351ca5-0716-4daf-8665-a966dc26d540,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
8a2bd980-25eb-43c2-bf0e-282f0f38115f,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
8a1e47f7-5174-4e00-bd9c-a108e2e9d4bf,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89fd21fc-1c49-43f5-8e34-ee63592d748e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89e85dcb-fec8-4c64-8dd3-ad442de3b8cc,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89e4dd41-a44d-4bc3-883d-bb88807ee520,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89c2c12f-c4f8-4bca-847b-a0d0ea795517,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89bcb512-e9a9-4e03-a3bf-ea7b381c6f73,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,Walker T,
898e0610-a32d-4a27-9116-4aff66ee8715,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
898aceb1-b381-4963-9e08-dabbf81f4ced,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89839d61-95b0-4e36-a328-b2d0a4c5b055,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
894c4670-5ec7-4035-8a4b-33445a844b40,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
894858ae-4b6f-4f55-bb9a-dc5a963f3d10,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89406100-72e8-43c7-93e1-be342efc57cf,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
89177522-1b9b-48b6-bb8e-b5f0fac7c3ae,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
890b5643-2e43-43a9-af51-1923363c7a5e,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
88e442f6-c9f3-4244-9811-1fc41e4c1251,Clinical,COMPASS,24/05/2023 16:00,Illumina,,,,,,,,,,,,,,,,,,Swann Jeremy,,
